sku,name,price,stock,description,is_active,brand,color,image_url
VEL-029,"Velociti Red Item 29",23.21,90,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Green,placeholder.jpg
VEL-030,"Velociti Green Item 30",61.63,93,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-031,"Velociti Black Item 31",13.92,93,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Green,placeholder.jpg
VEL-032,"Velociti White Item 32",19.76,73,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-033,"Velociti White Item 33",153.86,92,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-034,"Velociti Red Item 34",360.27,18,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Green,placeholder.jpg
VEL-035,"Velociti Silver Item 35",299.26,47,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Gold,placeholder.jpg
VEL-036,"Velociti Red Item 36",360.06,65,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Gold,placeholder.jpg
VEL-037,"Velociti Blue Item 37",19.63,19,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-038,"Velociti White Item 38",370.06,93,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-039,"Velociti White Item 39",330.83,84,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-040,"Velociti Silver Item 40",343.64,38,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-041,"Velociti Silver Item 41",213.05,0,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Silver,placeholder.jpg
VEL-042,"Velociti Green Item 42",223.13,100,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-043,"Velociti Silver Item 43",135.94,61,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-044,"Velociti Silver Item 44",19.91,51,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-045,"Velociti Green Item 45",365.04,1,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-046,"Velociti Green Item 46",483.04,25,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-047,"Velociti Gold Item 47",131.05,2,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Green,placeholder.jpg
VEL-048,"Velociti Silver Item 48",271.88,14,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-049,"Velociti Blue Item 49",29.53,77,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-050,"Velociti Black Item 50",220.54,13,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Gold,placeholder.jpg
AET-001,"AetherWorks Red Item 1",436.2,56,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-002,"AetherWorks Blue Item 2",389.47,1,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-003,"AetherWorks Red Item 3",22.17,22,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Silver,placeholder.jpg
AET-004,"AetherWorks Black Item 4",247.98,30,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Black,placeholder.jpg
AET-005,"AetherWorks White Item 5",271.33,51,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-006,"AetherWorks Silver Item 6",244.22,12,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-007,"AetherWorks Blue Item 7",34.92,93,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-008,"AetherWorks Gold Item 8",331.66,22,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-009,"AetherWorks Gold Item 9",420.41,6,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-010,"AetherWorks White Item 10",167.71,89,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-011,"AetherWorks Green Item 11",52.52,70,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-012,"AetherWorks Green Item 12",126.45,36,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-013,"AetherWorks Gold Item 13",203.45,65,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-014,"AetherWorks Red Item 14",437.03,18,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-015,"AetherWorks Green Item 15",101.33,60,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-016,"AetherWorks White Item 16",106.43,50,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-017,"AetherWorks Black Item 17",13.71,0,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-018,"AetherWorks Gold Item 18",90.59,8,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-019,"AetherWorks Green Item 19",341.85,13,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-020,"AetherWorks White Item 20",450.09,98,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-021,"AetherWorks Gold Item 21",234.36,66,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-022,"AetherWorks Blue Item 22",69.46,49,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-023,"AetherWorks White Item 23",321.48,53,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-024,"AetherWorks Silver Item 24",325.64,72,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-025,"AetherWorks Red Item 25",263.09,38,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-026,"AetherWorks Silver Item 26",292.27,79,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-027,"AetherWorks Green Item 27",454.05,91,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Black,placeholder.jpg
AET-028,"AetherWorks Green Item 28",433.88,83,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-029,"AetherWorks White Item 29",486.07,31,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-030,"AetherWorks White Item 30",470.39,81,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-031,"AetherWorks Silver Item 31",456.66,43,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-032,"AetherWorks Blue Item 32",144.74,7,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-033,"AetherWorks Black Item 33",96.78,7,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-034,"AetherWorks Blue Item 34",272.41,52,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-035,"AetherWorks Silver Item 35",92.94,49,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Silver,placeholder.jpg
AET-036,"AetherWorks Red Item 36",252.6,98,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-037,"AetherWorks Black Item 37",376.14,75,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-038,"AetherWorks Green Item 38",210.25,44,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-039,"AetherWorks Green Item 39",110.48,81,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-040,"AetherWorks Blue Item 40",20.06,84,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-041,"AetherWorks Blue Item 41",38.53,13,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-042,"AetherWorks Green Item 42",68.66,96,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-043,"AetherWorks Gold Item 43",485.19,68,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
AET-044,"AetherWorks White Item 44",117.74,16,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Red,placeholder.jpg
AET-045,"AetherWorks Green Item 45",327.12,100,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-046,"AetherWorks White Item 46",283.13,81,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Green,placeholder.jpg
AET-047,"AetherWorks Black Item 47",100.49,79,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Gold,placeholder.jpg
AET-048,"AetherWorks Green Item 48",29.27,98,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-049,"AetherWorks Black Item 49",23.21,3,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,White,placeholder.jpg
AET-050,"AetherWorks Green Item 50",110.04,34,"This is a premium product from AetherWorks. It features high-quality materials and a sleek design.",1,AetherWorks,Blue,placeholder.jpg
